Date,Country,State,Activity,Sex,Age,Deceased,standarized_country,Month,Year,Decade,Season
2022-01-01,australia,NEW SOUTH WALES,swimming,M,,N,Australia,January,2022.0,2020.0,Summer
2022-01-01,australia,WESTERN AUSTRALIA,diving,M,,N,Australia,January,2022.0,2020.0,Summer
2022-01-01,south africa,KWAZULU-NATAL,fishing,M,,N,South Africa,January,2022.0,2020.0,Summer
2022-01-01,new zealand,SOUTH ISLAND,swimming,F,13.0,N,New Zealand,January,2022.0,2020.0,Summer
2022-01-01,usa,FLORIDA,surfing,F,42.0,N,United States,January,2022.0,2020.0,Winter
2022-01-01,australia,NEW SOUTH WALES,Unspecific,F,42.0,N,Australia,January,2022.0,2020.0,Summer
2022-01-01,australia,WESTERN AUSTRALIA,surfing,M,,N,Australia,January,2022.0,2020.0,Summer
2021-12-01,new zealand,SOUTH ISLAND,swimming,F,9.0,N,New Zealand,December,2021.0,2020.0,Summer
2021-12-01,usa,FLORIDA,surfing,F,42.0,N,United States,December,2021.0,2020.0,Winter
,australia,QUEENSLAND,fishing,M,24.0,N,Australia,,,,Unknown
2021-12-01,mexico,QUINTANA ROO,diving,M,14.0,N,Mexico,December,2021.0,2020.0,Winter
2021-12-01,australia,VICTORIA,swimming,F,15.0,N,Australia,December,2021.0,2020.0,Summer
2021-12-01,australia,VICTORIA,swimming,M,15.0,N,Australia,December,2021.0,2020.0,Summer
2021-12-01,usa,HAWAII,surfing,M,,N,United States,December,2021.0,2020.0,Winter
,brazil,SÃO PAULO.,Unspecific,M,11.0,UNKNOWN,Brazil,,,,Unknown
2021-11-01,usa,HAWAII,fishing,F,27.0,N,United States,November,2021.0,2020.0,Autumn
2021-11-01,australia,WESTERN AUSTRALIA,swimming,M,57.0,Y,Australia,November,2021.0,2020.0,Spring
2021-11-01,brazil,SÃO PAULO.,swimming,M,,N,Brazil,November,2021.0,2020.0,Spring
2021-11-01,new zealand,NORTH ISLAND,surfing,M,26.0,N,New Zealand,November,2021.0,2020.0,Spring
2021-10-01,australia,QUEENSLAND,fishing,M,26.0,UNKNOWN,Australia,October,2021.0,2020.0,Spring
2021-10-01,australia,QUEENSLAND,swimming,M,34.0,N,Australia,October,2021.0,2020.0,Spring
2021-10-01,usa,FLORIDA,surfing,M,25.0,N,United States,October,2021.0,2020.0,Autumn
2021-10-01,usa,FLORIDA,swimming,M,,N,United States,October,2021.0,2020.0,Autumn
2021-10-01,usa,CALIFORNIA,surfing,M,38.0,N,United States,October,2021.0,2020.0,Autumn
2021-09-01,egypt,,swimming,M,,UNKNOWN,Egypt,September,2021.0,2020.0,Unknown
2021-09-01,usa,FLORIDA,surfing,M,,N,United States,September,2021.0,2020.0,Autumn
2021-09-01,australia,NEW SOUTH WALES,surfing,M,31.0,Y,Australia,September,2021.0,2020.0,Spring
2021-09-01,british overseas territory,TURKS AND CAICOS,Unspecific,M,,N,Unknown,September,2021.0,2020.0,Unknown
2021-09-01,usa,LOUISIANA,fishing,M,64.0,N,United States,September,2021.0,2020.0,Autumn
2021-08-01,usa,TEXAS,boarding,M,,N,United States,August,2021.0,2020.0,Summer
2021-08-01,usa,FLORIDA,surfing,M,41.0,N,United States,August,2021.0,2020.0,Summer
2021-08-01,canada,NOVA SCOTIA,swimming,F,21.0,N,Canada,August,2021.0,2020.0,Summer
2021-08-01,australia,QUEENSLAND,Unspecific,M,,N,Australia,August,2021.0,2020.0,Winter
2021-08-01,usa,FLORIDA,surfing,M,35.0,N,United States,August,2021.0,2020.0,Summer
2021-08-01,usa,FLORIDA,diving,M,15.0,N,United States,August,2021.0,2020.0,Summer
2021-08-01,usa,SOUTH CAROLINA,Unspecific,M,,N,United States,August,2021.0,2020.0,Summer
2021-08-01,usa,MARYLAND,swimming,F,12.0,N,United States,August,2021.0,2020.0,Summer
2021-07-01,usa,FLORIDA,fishing,M,47.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,usa,NORTH CAROLINA,Unspecific,M,15.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,usa,GEORGIA,surfing,M,58.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,australia,WESTERN AUSTRALIA,fishing,M,34.0,N,Australia,July,2021.0,2020.0,Winter
2021-07-01,usa,NEW YORK,swimming,M,,N,United States,July,2021.0,2020.0,Summer
2021-07-01,brazil,PERNAMBUCO,Unspecific,M,32.0,N,Brazil,July,2021.0,2020.0,Winter
2021-07-01,thailand,CHANTHABURI PROVINCE,Unspecific,M,55.0,N,Thailand,July,2021.0,2020.0,Unknown
2021-07-01,usa,CALIFORNIA,surfing,F,,N,United States,July,2021.0,2020.0,Summer
2021-07-01,usa,FLORIDA,Unspecific,F,35.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,australia,WESTERN AUSTRALIA,surfing,M,,N,Australia,July,2021.0,2020.0,Winter
2021-07-01,usa,FLORIDA,boarding,M,11.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,south africa,EASTERN CAPE PROVINCE,surfing,M,38.0,N,South Africa,July,2021.0,2020.0,Winter
2021-07-01,bahamas,,Unspecific,M,,N,Bahamas,July,2021.0,2020.0,Summer
2021-07-01,usa,FLORIDA,Unspecific,F,9.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,usa,FLORIDA,fishing,M,36.0,Y,United States,July,2021.0,2020.0,Summer
2021-07-01,brazil,PERNAMBUCO,wading,M,51.0,Y,Brazil,July,2021.0,2020.0,Winter
2021-07-01,australia,NEW SOUTH WALES,surfing,M,25.0,N,Australia,July,2021.0,2020.0,Winter
2021-07-01,usa,FLORIDA,Unspecific,M,8.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,usa,BAHAMAS,fishing,F,19.0,N,United States,July,2021.0,2020.0,Summer
2021-07-01,ecuador,GALAPAGOS,diving,M,31.0,N,Ecuador,July,2021.0,2020.0,Unknown
2021-06-01,usa,CALIFORNIA,kayaking,M,15.0,N,United States,June,2021.0,2020.0,Summer
2021-06-01,usa,FLORIDA,surfing,F,,UNKNOWN,United States,June,2021.0,2020.0,Summer
2021-06-01,usa,NORTH CAROLINA,swimming,F,7.0,N,United States,June,2021.0,2020.0,Summer
2021-06-01,usa,CALIFORNIA,swimming,M,38.0,N,United States,June,2021.0,2020.0,Summer
2021-06-01,jordan,AQABA,Unspecific,M,36.0,N,Jordan,June,2021.0,2020.0,Summer
2021-06-01,australia,WESTERN AUSTRALIA,surfing,M,25.0,N,Australia,June,2021.0,2020.0,Winter
2021-06-01,usa,FLORIDA,Unspecific,M,12.0,N,United States,June,2021.0,2020.0,Summer
2021-06-01,usa,FLORIDA,swimming,M,14.0,N,United States,June,2021.0,2020.0,Summer
2021-06-01,usa,FLORIDA,Unspecific,M,71.0,N,United States,June,2021.0,2020.0,Summer
2021-06-01,england,WEST SUSSEX,fishing,M,51.0,N,United Kingdom,June,2021.0,2020.0,Summer
2021-06-01,australia,WESTERN AUSTRALIA,diving,M,10.0,N,Australia,June,2021.0,2020.0,Winter
2021-05-01,new caledonia,NOUVILLE,fishing,M,,Y,New Caledonia,May,2021.0,2020.0,Unknown
2021-05-01,usa,SOUTH CAROLINA,swimming,M,26.0,N,United States,May,2021.0,2020.0,Spring
2021-05-01,australia,WESTERN AUSTRALIA,fishing,M,48.0,N,Australia,May,2021.0,2020.0,Autumn
2021-05-01,australia,NEW SOUTH WALES,surfing,M,59.0,Y,Australia,May,2021.0,2020.0,Autumn
2021-05-01,usa,HAWAII,Unspecific,M,35.0,N,United States,May,2021.0,2020.0,Spring
2021-05-01,belize,AMBERGRIS KEY,Unspecific,M,57.0,N,Belize,May,2021.0,2020.0,Spring
2021-05-01,usa,FLORIDA,wading,F,21.0,N,United States,May,2021.0,2020.0,Spring
2021-05-01,usa,HAWAII,surfing,M,14.0,N,United States,May,2021.0,2020.0,Spring
2021-05-01,jamaica,WESTMORELAND PARISH,fishing,M,53.0,Y,Jamaica,May,2021.0,2020.0,Spring
2021-04-01,usa,FLORIDA,surfing,F,64.0,N,United States,April,2021.0,2020.0,Spring
2021-04-01,usa,FLORIDA,boarding,M,54.0,N,United States,April,2021.0,2020.0,Spring
2021-04-01,french polynesia,TAHITI,kayaking,M,25.0,N,French Polynesia,April,2021.0,2020.0,Unknown
2021-04-01,new caledonia,,kayaking,M,53.0,Y,New Caledonia,April,2021.0,2020.0,Unknown
2021-04-01,usa,HAWAII,swimming,F,57.0,N,United States,April,2021.0,2020.0,Spring
2021-04-01,australia,WESTERN AUSTRALIA,Unspecific,M,,N,Australia,April,2021.0,2020.0,Autumn
2021-04-01,usa,NORTH CAROLINA,Unspecific,UNKNOWN,,N,United States,April,2021.0,2020.0,Spring
2021-04-01,south africa,KWAZULU-NATAL,fishing,M,38.0,N,South Africa,April,2021.0,2020.0,Autumn
2021-04-01,south africa,EASTERN CAPE PROVINCE,boarding,M,38.0,Y,South Africa,April,2021.0,2020.0,Autumn
2021-04-01,usa,FLORIDA,swimming,M,36.0,N,United States,April,2021.0,2020.0,Spring
2021-03-01,usa,FLORIDA,Unspecific,M,,N,United States,March,2021.0,2020.0,Spring
2021-03-01,australia,WESTERN AUSTRALIA,fishing,M,27.0,N,Australia,March,2021.0,2020.0,Autumn
2021-03-01,french polynesia,MARQUESAS,swimming,M,10.0,N,French Polynesia,March,2021.0,2020.0,Unknown
2021-03-01,usa,FLORIDA,Unspecific,F,16.0,N,United States,March,2021.0,2020.0,Spring
2021-03-01,usa,FLORIDA,swimming,M,7.0,N,United States,March,2021.0,2020.0,Spring
2021-03-01,usa,FLORIDA,surfing,M,9.0,N,United States,March,2021.0,2020.0,Spring
2021-03-01,australia,WESTERN AUSTRALIA,kayaking,M,75.0,N,Australia,March,2021.0,2020.0,Autumn
2021-03-01,usa,FLORIDA,wading,M,20.0,N,United States,March,2021.0,2020.0,Spring
2021-03-01,new caledonia,LOYALTY ISLANDS,fishing,M,16.0,N,New Caledonia,March,2021.0,2020.0,Unknown
2021-02-01,new caledonia,,swimming,M,57.0,Y,New Caledonia,February,2021.0,2020.0,Unknown
2021-02-01,australia,QUEENSLAND,fishing,M,,N,Australia,February,2021.0,2020.0,Summer
2021-02-01,usa,HAWAII,surfing,M,,N,United States,February,2021.0,2020.0,Winter
2021-02-01,australia,SOUTH AUSTRALIA,surfing,M,17.0,N,Australia,February,2021.0,2020.0,Summer
2021-02-01,usa,MAUI,kayaking,M,,N,United States,February,2021.0,2020.0,Winter
2021-01-01,australia,WESTERN AUSTRALIA,swimming,F,46.0,N,Australia,January,2021.0,2020.0,Summer
2021-01-01,new zealand,NORTH ISLAND,swimming,M,61.0,N,New Zealand,January,2021.0,2020.0,Summer
2021-01-01,australia,NEW SOUTH WALES,swimming,M,58.0,N,Australia,January,2021.0,2020.0,Summer
2021-01-01,usa,FLORIDA,fishing,UNKNOWN,,N,United States,January,2021.0,2020.0,Winter
2021-01-01,usa,HAWAII,diving,M,73.0,N,United States,January,2021.0,2020.0,Winter
2021-01-01,australia,SOUTH AUSTRALIA,diving,M,32.0,Y,Australia,January,2021.0,2020.0,Summer
2021-01-01,brazil,PERNAMBUCO,surfing,M,52.0,N,Brazil,January,2021.0,2020.0,Summer
2021-01-01,australia,WESTERN AUSTRALIA,swimming,M,54.0,N,Australia,January,2021.0,2020.0,Summer
2021-01-01,australia,VICTORIA,swimming,M,7.0,N,Australia,January,2021.0,2020.0,Summer
2021-01-01,st kitts / nevis,THE NARROWS,swimming,F,26.0,N,Saint Kitts and Nevis,January,2021.0,2020.0,Winter
2021-01-01,new zealand,NORTH ISLAND,swimming,F,19.0,Y,New Zealand,January,2021.0,2020.0,Summer
2021-01-01,usa,FLORIDA,surfing,M,19.0,N,United States,January,2021.0,2020.0,Winter
2021-01-01,usa,FLORIDA,surfing,M,17.0,N,United States,January,2021.0,2020.0,Winter
2021-01-01,usa,HAWAII,swimming,F,68.0,N,United States,January,2021.0,2020.0,Winter
2020-12-01,usa,CALIFORNIA,swimming,M,,N,United States,December,2020.0,2020.0,Winter
2020-12-01,maldives,RAA ATOLL,fishing,M,40.0,N,Maldives,December,2020.0,2020.0,Summer
2020-12-01,st martin,,swimming,F,39.0,Y,Saint Martin,December,2020.0,2020.0,Winter
2020-12-01,australia,WESTERN AUSTRALIA,surfing,M,,N,Australia,December,2020.0,2020.0,Summer
2020-12-01,usa,HAWAII,surfing,M,56.0,Y,United States,December,2020.0,2020.0,Winter
2020-12-01,usa,OREGON,surfing,M,20.0,N,United States,December,2020.0,2020.0,Winter
2020-12-01,australia,SOUTH AUSTRALIA,surfing,M,29.0,N,Australia,December,2020.0,2020.0,Summer
2020-12-01,egypt,SOUTH SINAI,diving,F,42.0,N,Egypt,December,2020.0,2020.0,Unknown
2020-11-01,usa,HAWAII,diving,F,35.0,N,United States,November,2020.0,2020.0,Autumn
2020-11-01,new caledonia,SOUTH PROVINCE,diving,F,,N,New Caledonia,November,2020.0,2020.0,Unknown
2020-11-01,australia,WESTERN AUSTRALIA,boarding,M,59.0,Y,Australia,November,2020.0,2020.0,Spring
2020-11-01,australia,NEW SOUTH WALES,surfing,M,13.0,N,Australia,November,2020.0,2020.0,Spring
2020-10-01,usa,FLORIDA,swimming,M,17.0,N,United States,October,2020.0,2020.0,Autumn
2020-10-01,bahamas,GRAND BAHAMA ISLAND,fishing,M,,N,Bahamas,October,2020.0,2020.0,Autumn
2020-10-01,usa,"FRANKLIN COUNTY, FLORIDA",surfing,M,,N,United States,October,2020.0,2020.0,Autumn
2020-10-01,egypt,SOUTH SINAI,diving,UNKNOWN,,N,Egypt,October,2020.0,2020.0,Unknown
2020-10-01,australia,QUEENSLAND,fishing,M,59.0,N,Australia,October,2020.0,2020.0,Spring
2020-10-01,usa,NORTH CAROLINA,surfing,M,,N,United States,October,2020.0,2020.0,Autumn
2020-10-01,australia,WESTERN AUSTRALIA,surfing,M,52.0,Y,Australia,October,2020.0,2020.0,Spring
2020-10-01,usa,FLORIDA,surfing,M,31.0,N,United States,October,2020.0,2020.0,Autumn
2020-10-01,australia,WESTERN AUSTRALIA,surfing,M,17.0,N,Australia,October,2020.0,2020.0,Spring
2020-09-01,usa,FLORIDA,Unspecific,M,,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,usa,HAWAII,swimming,F,61.0,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,usa,FLORIDA,diving,M,30.0,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,australia,QUEENSLAND,fishing,M,,N,Australia,September,2020.0,2020.0,Spring
2020-09-01,australia,NEW SOUTH WALES,boarding,M,,N,Australia,September,2020.0,2020.0,Spring
2020-09-01,usa,FLORIDA,swimming,M,48.0,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,usa,FLORIDA,surfing,M,15.0,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,usa,FLORIDA,surfing,M,25.0,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,usa,FLORIDA,surfing,M,54.0,N,United States,September,2020.0,2020.0,Autumn
2020-09-01,australia,QUEENSLAND,surfing,M,46.0,Y,Australia,September,2020.0,2020.0,Spring
2020-09-01,usa,HAWAII,diving,F,70.0,N,United States,September,2020.0,2020.0,Autumn
2020-08-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,August,2020.0,2020.0,Winter
2020-08-01,usa,SOUTH CAROLINA,surfing,M,12.0,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,CALIFORNIA,fishing,M,,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,FLORIDA,Unspecific,M,23.0,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,FLORIDA,surfing,M,14.0,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,FLORIDA,boarding,F,50.0,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,SOUTH CAROLINA,wading,F,,N,United States,August,2020.0,2020.0,Summer
2020-08-01,australia,NEW SOUTH WALES,surfing,F,35.0,N,Australia,August,2020.0,2020.0,Winter
2020-08-01,usa,FLORIDA,fishing,M,55.0,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,VIRGIN ISLANDS,diving,F,,N,United States,August,2020.0,2020.0,Summer
2020-08-01,usa,NORTH CAROLINA,surfing,M,54.0,N,United States,August,2020.0,2020.0,Summer
2020-07-01,usa,FLORIDA,surfing,F,22.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,usa,ALABAMA,swimming,M,14.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,australia,WESTERN AUSTRALIA,surfing,M,28.0,N,Australia,July,2020.0,2020.0,Winter
2020-07-01,usa,FLORIDA,diving,M,38.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,australia,TASMANIA,Unspecific,UNKNOWN,,UNKNOWN,Australia,July,2020.0,2020.0,Winter
2020-07-01,french polynesia,TUAMOTU ISLANDS,swimming,M,4.0,N,French Polynesia,July,2020.0,2020.0,Unknown
2020-07-01,usa,MAINE,swimming,F,63.0,Y,United States,July,2020.0,2020.0,Summer
2020-07-01,usa,BAHAMAS,fishing,M,23.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,usa,FLORIDA,Unspecific,M,11.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,usa,NORTH CAROLINA,Unspecific,M,,N,United States,July,2020.0,2020.0,Summer
2020-07-01,usa,FLORIDA,wading,F,12.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,australia,TASMANIA,fishing,M,10.0,N,Australia,July,2020.0,2020.0,Winter
2020-07-01,usa,FLORIDA,wading,F,14.0,N,United States,July,2020.0,2020.0,Summer
2020-07-01,australia,QUEENSLAND,diving,F,29.0,N,Australia,July,2020.0,2020.0,Winter
2020-07-01,australia,NEW SOUTH WALES,surfing,M,15.0,Y,Australia,July,2020.0,2020.0,Winter
,usa,FLORIDA,surfing,F,15.0,N,United States,,,,Unknown
2020-07-01,australia,QUEENSLAND,fishing,M,36.0,Y,Australia,July,2020.0,2020.0,Winter
2020-06-01,usa,FLORIDA,Unspecific,M,7.0,N,United States,June,2020.0,2020.0,Summer
2020-06-01,usa,NORTH CAROLINA,surfing,M,16.0,N,United States,June,2020.0,2020.0,Summer
2020-06-01,south africa,KWAZULU-NATAL,surfing,F,,N,South Africa,June,2020.0,2020.0,Winter
2020-06-01,new caledonia,SOUTH PROVINCE,surfing,M,30.0,Y,New Caledonia,June,2020.0,2020.0,Unknown
2020-06-01,australia,NEW SOUTH WALES,surfing,M,60.0,Y,Australia,June,2020.0,2020.0,Winter
2020-06-01,usa,DELAWARE,boarding,M,12.0,N,United States,June,2020.0,2020.0,Summer
2020-06-01,usa,HAWAII,surfing,M,,N,United States,June,2020.0,2020.0,Summer
2020-05-01,bahamas,ABACO ISLANDS,fishing,M,,N,Bahamas,May,2020.0,2020.0,Spring
2020-05-01,australia,QUEENSLAND,fishing,M,18.0,N,Australia,May,2020.0,2020.0,Autumn
2020-05-01,thailand,"MUANG DISTRICT OF SATUN PROVINCE,",Unspecific,M,12.0,N,Thailand,May,2020.0,2020.0,Unknown
,spain,CANARY ISLANDS,Unspecific,M,9.0,N,Spain,,,,Unknown
2020-05-01,usa,CALIFORNIA,surfing,M,26.0,Y,United States,May,2020.0,2020.0,Spring
2020-05-01,australia,VICTORIA,surfing,M,,N,Australia,May,2020.0,2020.0,Autumn
2020-05-01,usa,CALIFORNIA,swimming,F,57.0,N,United States,May,2020.0,2020.0,Spring
2020-04-01,usa,CALIFORNIA,boarding,M,16.0,N,United States,April,2020.0,2020.0,Spring
2020-04-01,australia,NEW SOUTH WALES,swimming,F,,N,Australia,April,2020.0,2020.0,Autumn
2020-04-01,usa,FLORIDA,surfing,F,,N,United States,April,2020.0,2020.0,Spring
2020-04-01,australia,QUEENSLAND,swimming,M,23.0,Y,Australia,April,2020.0,2020.0,Autumn
2020-04-01,australia,NEW SOUTH WALES,surfing,M,38.0,N,Australia,April,2020.0,2020.0,Autumn
2020-03-01,usa,CALIFORNIA,kayaking,M,,N,United States,March,2020.0,2020.0,Spring
2020-03-01,usa,FLORIDA,surfing,M,,N,United States,March,2020.0,2020.0,Spring
2020-03-01,australia,QUEENSLAND,Unspecific,F,,N,Australia,March,2020.0,2020.0,Autumn
2020-03-01,new zealand,NORTH ISLAND,fishing,M,,N,New Zealand,March,2020.0,2020.0,Autumn
2020-03-01,fiji,VANUA LEVU,fishing,M,26.0,N,Fiji,March,2020.0,2020.0,Autumn
2020-02-01,new zealand,NORTH ISLAND,surfing,M,60.0,N,New Zealand,February,2020.0,2020.0,Summer
2020-02-01,usa,MAUI,kayaking,M,,N,United States,February,2020.0,2020.0,Winter
2010-02-01,french polynesia,MARQUESAS,kayaking,M,,N,French Polynesia,February,2010.0,2010.0,Unknown
2020-01-01,bahamas,EXUMAS,Unspecific,F,24.0,N,Bahamas,January,2020.0,2020.0,Winter
2020-01-01,australia,NEW SOUTH WALES,surfing,M,59.0,N,Australia,January,2020.0,2020.0,Summer
2020-01-01,new zealand,SOUTHLAND,surfing,F,13.0,N,New Zealand,January,2020.0,2020.0,Summer
2020-01-01,usa,NORTH CAROLINA,surfing,M,26.0,N,United States,January,2020.0,2020.0,Winter
2020-01-01,thailand,PHANG NGA PROVINCE,swimming,M,75.0,N,Thailand,January,2020.0,2020.0,Unknown
2020-01-01,australia,QUEENSLAND,swimming,F,7.0,N,Australia,January,2020.0,2020.0,Summer
2020-01-01,australia,WESTERN AUSTRALIA,diving,M,57.0,Y,Australia,January,2020.0,2020.0,Summer
2020-01-01,new caledonia,,Unspecific,M,12.0,N,New Caledonia,January,2020.0,2020.0,Unknown
2020-01-01,australia,WESTERN AUSTRALIA,swimming,M,21.0,Y,Australia,January,2020.0,2020.0,Summer
2019-12-01,australia,QUEENSLAND,swimming,M,,N,Australia,December,2019.0,2010.0,Summer
2019-12-01,seychelles,PRASLIN,swimming,F,45.0,N,Seychelles,December,2019.0,2010.0,Summer
2019-12-01,papua new guinea,CENTRAL PROVINCE,fishing,M,33.0,Y,Papua New Guinea,December,2019.0,2010.0,Summer
2019-12-01,south africa,EASTERN CAPE PROVINCE,surfing,M,,N,South Africa,December,2019.0,2010.0,Summer
2019-12-01,new zealand,SOUTHLAND,boarding,F,17.0,N,New Zealand,December,2019.0,2010.0,Summer
2019-12-01,usa,CALIFORNIA,surfing,M,37.0,N,United States,December,2019.0,2010.0,Winter
2019-12-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,UNKNOWN,Australia,December,2019.0,2010.0,Summer
2019-12-01,reunion island,,kayaking,M,70.0,UNKNOWN,Unknown,December,2019.0,2010.0,Unknown
2019-12-01,australia,WESTERN AUSTRALIA,diving,M,57.0,N,Australia,December,2019.0,2010.0,Summer
2019-12-01,usa,HAWAII,kayaking,M,57.0,N,United States,December,2019.0,2010.0,Winter
2019-11-01,usa,FLORIDA,surfing,M,9.0,N,United States,November,2019.0,2010.0,Autumn
2019-11-01,australia,QUEENSLAND,diving,M,30.0,N,Australia,November,2019.0,2010.0,Spring
2019-11-01,australia,QUEENSLAND,fishing,M,38.0,UNKNOWN,Australia,November,2019.0,2010.0,Spring
2019-11-01,mexico,GUERRERO,fishing,M,,N,Mexico,November,2019.0,2010.0,Autumn
2019-11-01,israel,,diving,M,,N,Israel,November,2019.0,2010.0,Autumn
2019-11-01,french polynesia,MOOREA,Unspecific,M,9.0,N,French Polynesia,November,2019.0,2010.0,Unknown
2019-11-01,usa,FLORIDA,surfing,M,30.0,N,United States,November,2019.0,2010.0,Autumn
2019-11-01,mexico,BAJA,diving,M,23.0,N,Mexico,November,2019.0,2010.0,Autumn
2019-11-01,south africa,EASTERN CAPE PROVINCE,fishing,M,,N,South Africa,November,2019.0,2010.0,Spring
2019-11-01,usa,CALIFORNIA,surfing,F,,N,United States,November,2019.0,2010.0,Autumn
2019-11-01,reunion island,SAINT-GILLES,diving,M,44.0,Y,Unknown,November,2019.0,2010.0,Unknown
2019-10-01,australia,QUEENSLAND,diving,M,,N,Australia,October,2019.0,2010.0,Spring
2019-10-01,usa,FLORIDA,surfing,M,32.0,N,United States,October,2019.0,2010.0,Autumn
2019-10-01,usa,CALIFORNIA,fishing,M,,N,United States,October,2019.0,2010.0,Autumn
2019-10-01,french polynesia,MOOREA,diving,F,35.0,UNKNOWN,French Polynesia,October,2019.0,2010.0,Unknown
2019-10-01,australia,QUEENSLAND,surfing,M,17.0,N,Australia,October,2019.0,2010.0,Spring
2019-10-01,usa,FLORIDA,surfing,M,20.0,N,United States,October,2019.0,2010.0,Autumn
2019-10-01,australia,NEW SOUTH WALES,surfing,M,29.0,N,Australia,October,2019.0,2010.0,Spring
2019-10-01,usa,CALIFORNIA,kayaking,M,51.0,N,United States,October,2019.0,2010.0,Autumn
2019-10-01,usa,GUAM,surfing,M,,N,United States,October,2019.0,2010.0,Autumn
2019-09-01,australia,NORTHERN TERRITORY,fishing,M,45.0,N,Australia,September,2019.0,2010.0,Spring
2019-09-01,usa,HAWAII,surfing,F,,N,United States,September,2019.0,2010.0,Autumn
2019-09-01,usa,FLORIDA,swimming,M,,N,United States,September,2019.0,2010.0,Autumn
2019-09-01,usa,FLORIDA,surfing,M,13.0,N,United States,September,2019.0,2010.0,Autumn
2019-09-01,usa,HAWAII,diving,UNKNOWN,,N,United States,September,2019.0,2010.0,Autumn
2019-09-01,usa,SOUTH CAROLINA,Unspecific,F,22.0,N,United States,September,2019.0,2010.0,Autumn
2019-09-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,September,2019.0,2010.0,Spring
2019-08-01,usa,CAYMAN ISLANDS,fishing,M,70.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,Unspecific,M,,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,surfing,M,40.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,wading,M,11.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,HAWAII,swimming,F,26.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,fiji,,fishing,M,32.0,N,Fiji,August,2019.0,2010.0,Winter
2019-08-01,usa,FLORIDA,wading,M,9.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,HAWAII,surfing,M,16.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,Unspecific,M,51.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,surfing,F,21.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,surfing,M,20.0,N,United States,August,2019.0,2010.0,Summer
2019-08-01,usa,FLORIDA,diving,M,37.0,N,United States,August,2019.0,2010.0,Summer
2019-07-01,usa,HAWAII,swimming,M,49.0,N,United States,July,2019.0,2010.0,Summer
2019-07-01,usa,NORTH CAROLINA,fishing,M,,N,United States,July,2019.0,2010.0,Summer
2019-07-01,usa,FLORIDA,surfing,M,18.0,N,United States,July,2019.0,2010.0,Summer
2019-07-01,australia,QUEENSLAND,diving,F,,UNKNOWN,Australia,July,2019.0,2010.0,Winter
2019-07-01,usa,FLORIDA,boarding,M,49.0,N,United States,July,2019.0,2010.0,Summer
2019-07-01,usa,FLORIDA,surfing,M,23.0,N,United States,July,2019.0,2010.0,Summer
2019-07-01,usa,RHODE ISLAND,surfing,M,18.0,N,United States,July,2019.0,2010.0,Summer
2019-07-01,new zealand,CHATHAM ISLANDS,diving,M,45.0,N,New Zealand,July,2019.0,2010.0,Winter
2019-07-01,usa,NORTH CAROLINA,surfing,F,,N,United States,July,2019.0,2010.0,Summer
2019-07-01,usa,FLORIDA,boarding,F,16.0,N,United States,July,2019.0,2010.0,Summer
2019-07-01,south africa,EASTERN CAPE PROVINCE,surfing,M,,N,South Africa,July,2019.0,2010.0,Winter
