Date,Country,State,Activity,Sex,Age,Deceased,standarized_country,Month,Year,Decade,Season
1968-01-01,papua new guinea,MOROBE PROVINCE,swimming,UNKNOWN,13.0,Y,Papua New Guinea,January,1968.0,1960.0,Summer
,costa rica,LIMÓN PROVINCE,swimming,M,,Y,Costa Rica,,,,Unknown
,usa,FLORIDA,diving,UNKNOWN,,UNKNOWN,United States,,,,Unknown
,usa,FLORIDA,surfing,UNKNOWN,,UNKNOWN,United States,,,,Unknown
1967-12-01,south africa,WESTERN CAPE PROVINCE,surfing,M,22.0,N,South Africa,December,1967.0,1960.0,Summer
1967-12-01,papua new guinea,CENTRAL PROVINCE,fishing,M,32.0,UNKNOWN,Papua New Guinea,December,1967.0,1960.0,Summer
1967-12-01,fiji,,Unspecific,M,27.0,N,Fiji,December,1967.0,1960.0,Summer
1967-12-01,australia,VICTORIA,swimming,M,59.0,Y,Australia,December,1967.0,1960.0,Summer
1967-11-01,australia,NEW SOUTH WALES,diving,M,15.0,N,Australia,November,1967.0,1960.0,Spring
1967-11-01,australia,QUEENSLAND,Unspecific,M,18.0,N,Australia,November,1967.0,1960.0,Spring
1967-11-01,fiji,,diving,M,21.0,N,Fiji,November,1967.0,1960.0,Spring
1967-11-01,philippines,ROMBION PROVINCE,Unspecific,UNKNOWN,,Y,Philippines,November,1967.0,1960.0,Unknown
1967-11-01,south africa,KWAZULU-NATAL,Unspecific,F,,UNKNOWN,South Africa,November,1967.0,1960.0,Spring
1967-10-01,mexico,VERACRUZ,swimming,UNKNOWN,,Y,Mexico,October,1967.0,1960.0,Autumn
1967-10-01,usa,FLORIDA,Unspecific,M,19.0,N,United States,October,1967.0,1960.0,Autumn
1967-10-01,tonga,,swimming,M,17.0,N,Tonga,October,1967.0,1960.0,Spring
1967-09-01,usa,HAWAII,boarding,M,,UNKNOWN,United States,September,1967.0,1960.0,Autumn
1967-09-01,italy,BRINDISI PROVINCE,diving,M,21.0,UNKNOWN,Italy,September,1967.0,1960.0,Autumn
1967-09-01,papua new guinea,NEW IRELAND PROVINCE,diving,UNKNOWN,,UNKNOWN,Papua New Guinea,September,1967.0,1960.0,Spring
1967-09-01,usa,FLORIDA,fishing,UNKNOWN,,N,United States,September,1967.0,1960.0,Autumn
1967-09-01,papua new guinea,NEW IRELAND PROVINCE,fishing,M,,Y,Papua New Guinea,September,1967.0,1960.0,Spring
1967-09-01,papua new guinea,NEW IRELAND PROVINCE,fishing,M,23.0,Y,Papua New Guinea,September,1967.0,1960.0,Spring
1967-08-01,usa,CALIFORNIA,Unspecific,M,24.0,N,United States,August,1967.0,1960.0,Summer
1967-08-01,japan,KAGAWA PREFECTURE,Unspecific,M,19.0,Y,Japan,August,1967.0,1960.0,Unknown
1967-08-01,italy,LIGURIA,fishing,M,,N,Italy,August,1967.0,1960.0,Summer
1967-08-01,australia,WESTERN AUSTRALIA,diving,M,23.0,Y,Australia,August,1967.0,1960.0,Winter
1967-08-01,bermuda,HAMILTON,Unspecific,F,19.0,N,Bermuda,August,1967.0,1960.0,Unknown
1967-08-01,australia,NEW SOUTH WALES,diving,M,,UNKNOWN,Australia,August,1967.0,1960.0,Winter
1967-08-01,usa,FLORIDA,fishing,M,15.0,N,United States,August,1967.0,1960.0,Summer
1967-08-01,bahamas,OUT ISLANDS,Unspecific,M,41.0,N,Bahamas,August,1967.0,1960.0,Summer
1967-08-01,senegal,CAP VERT PENINSULA,Unspecific,M,,N,Senegal,August,1967.0,1960.0,Unknown
1967-07-01,usa,FLORIDA,diving,M,20.0,N,United States,July,1967.0,1960.0,Summer
1967-07-01,turkey,MUGLA PROVINCE,fishing,M,36.0,Y,Turkey,July,1967.0,1960.0,Summer
1967-07-01,usa,SOUTH CAROLINA,surfing,M,18.0,UNKNOWN,United States,July,1967.0,1960.0,Summer
1967-06-01,usa,FLORIDA,fishing,M,26.0,N,United States,June,1967.0,1960.0,Summer
1967-06-01,italy,SICILY,fishing,M,,N,Italy,June,1967.0,1960.0,Summer
1967-05-01,australia,SOUTH AUSTRALIA,Unspecific,M,30.0,N,Australia,May,1967.0,1960.0,Autumn
1967-05-01,australia,,Unspecific,M,22.0,N,Australia,May,1967.0,1960.0,Autumn
1967-04-01,united kingdom,GIBRALTAR,fishing,M,60.0,N,United Kingdom,April,1967.0,1960.0,Spring
1967-03-01,new zealand,NORTH ISLAND,diving,M,21.0,N,New Zealand,March,1967.0,1960.0,Autumn
1967-03-01,south africa,KWAZULU-NATAL,fishing,M,32.0,N,South Africa,March,1967.0,1960.0,Autumn
1967-03-01,australia,VICTORIA,fishing,M,36.0,N,Australia,March,1967.0,1960.0,Autumn
1967-03-01,australia,NEW SOUTH WALES,Unspecific,UNKNOWN,,UNKNOWN,Australia,March,1967.0,1960.0,Autumn
1967-03-01,new zealand,SOUTH ISLAND,Unspecific,M,21.0,Y,New Zealand,March,1967.0,1960.0,Autumn
1967-03-01,papua new guinea,NEW BRITAIN,Unspecific,M,14.0,N,Papua New Guinea,March,1967.0,1960.0,Autumn
1967-02-01,mexico,VERACRUZ,swimming,M,,Y,Mexico,February,1967.0,1960.0,Winter
1967-01-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,January,1967.0,1960.0,Summer
1967-01-01,south africa,WESTERN CAPE PROVINCE,fishing,M,,N,South Africa,January,1967.0,1960.0,Summer
1967-01-01,mozambique,BAY OF MAPUTO,swimming,M,31.0,N,Mozambique,January,1967.0,1960.0,Summer
1967-01-01,australia,VICTORIA,Unspecific,M,15.0,N,Australia,January,1967.0,1960.0,Summer
1966-12-01,australia,TASMANIA,fishing,M,30.0,N,Australia,December,1966.0,1960.0,Summer
1966-12-01,australia,NEW SOUTH WALES,fishing,M,29.0,N,Australia,December,1966.0,1960.0,Summer
1966-12-01,australia,NEW SOUTH WALES,fishing,M,19.0,N,Australia,December,1966.0,1960.0,Summer
1966-12-01,singapore,,wading,M,39.0,N,Singapore,December,1966.0,1960.0,Unknown
,papua new guinea,NEW IRELAND PROVINCE,Unspecific,F,,Y,Papua New Guinea,,,,Unknown
1966-10-01,papua new guinea,NEW IRELAND PROVINCE,swimming,F,13.0,Y,Papua New Guinea,October,1966.0,1960.0,Spring
1966-10-01,papua new guinea,NEW IRELAND PROVINCE,Unspecific,F,8.0,Y,Papua New Guinea,October,1966.0,1960.0,Spring
1966-09-01,australia,QUEENSLAND,diving,M,32.0,N,Australia,September,1966.0,1960.0,Spring
1966-09-01,usa,HAWAII,fishing,M,20.0,N,United States,September,1966.0,1960.0,Autumn
1966-09-01,australia,WESTERN AUSTRALIA,fishing,M,,UNKNOWN,Australia,September,1966.0,1960.0,Spring
1966-09-01,australia,WESTERN AUSTRALIA,fishing,M,43.0,N,Australia,September,1966.0,1960.0,Spring
1966-09-01,usa,FLORIDA,fishing,M,14.0,N,United States,September,1966.0,1960.0,Autumn
,bahamas,BIMINI ISLANDS,diving,M,,UNKNOWN,Bahamas,,,,Unknown
1966-08-01,australia,NORTHERN TERRITORY,Unspecific,M,,N,Australia,August,1966.0,1960.0,Winter
1966-08-01,south africa,KWAZULU-NATAL,Unspecific,M,,UNKNOWN,South Africa,August,1966.0,1960.0,Winter
1966-08-01,bahamas,BIMINI ISLANDS,diving,F,18.0,N,Bahamas,August,1966.0,1960.0,Summer
1966-08-01,new britain,DUKE OF YORK ISLANDS,swimming,F,13.0,Y,Papua New Guinea,August,1966.0,1960.0,Winter
1966-08-01,new britain,DUKE OF YORK ISLANDS,diving,F,9.0,Y,Papua New Guinea,August,1966.0,1960.0,Winter
1966-08-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,swimming,M,33.0,Y,Croatia,August,1966.0,1960.0,Summer
1966-08-01,taiwan,,diving,M,,N,"Taiwan, Province of China",August,1966.0,1960.0,Unknown
1966-08-01,italy,TARANTO PROVINCE,Unspecific,M,21.0,N,Italy,August,1966.0,1960.0,Summer
,usa,DELAWARE,fishing,M,26.0,UNKNOWN,United States,,,,Unknown
1966-08-01,usa,FLORIDA,wading,M,8.0,N,United States,August,1966.0,1960.0,Summer
1966-07-01,usa,TEXAS,diving,M,16.0,N,United States,July,1966.0,1960.0,Summer
1966-07-01,usa,SOUTH CAROLINA,Unspecific,M,34.0,N,United States,July,1966.0,1960.0,Summer
1966-07-01,usa,TEXAS,fishing,M,14.0,N,United States,July,1966.0,1960.0,Summer
1966-07-01,taiwan,NORTHERN TAIWAN,swimming,M,20.0,Y,"Taiwan, Province of China",July,1966.0,1960.0,Unknown
1966-07-01,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",swimming,F,25.0,Y,Papua New Guinea,July,1966.0,1960.0,Winter
1966-07-01,usa,FLORIDA,diving,M,46.0,UNKNOWN,United States,July,1966.0,1960.0,Summer
1966-06-01,usa,NEW JERSEY,Unspecific,M,15.0,N,United States,June,1966.0,1960.0,Summer
1966-06-01,usa,FLORIDA,fishing,M,18.0,N,United States,June,1966.0,1960.0,Summer
1966-06-01,usa,TEXAS,swimming,M,18.0,N,United States,June,1966.0,1960.0,Summer
1966-06-01,french polynesia,SOCIETY ISLANDS,fishing,M,,N,French Polynesia,June,1966.0,1960.0,Unknown
1966-05-01,australia,NEW SOUTH WALES,Unspecific,M,40.0,Y,Australia,May,1966.0,1960.0,Autumn
1966-05-01,australia,NEW SOUTH WALES,fishing,M,,N,Australia,May,1966.0,1960.0,Autumn
1966-05-01,australia,,Unspecific,M,38.0,Y,Australia,May,1966.0,1960.0,Autumn
1966-05-01,usa,FLORIDA,diving,M,24.0,UNKNOWN,United States,May,1966.0,1960.0,Spring
1966-05-01,philippines,,Unspecific,M,,Y,Philippines,May,1966.0,1960.0,Unknown
1966-04-01,usa,PUERTO RICO,swimming,M,25.0,N,United States,April,1966.0,1960.0,Spring
1966-04-01,australia,NEW SOUTH WALES,Unspecific,M,,N,Australia,April,1966.0,1960.0,Autumn
1966-03-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,March,1966.0,1960.0,Autumn
1966-03-01,sudan,RED SEA,boarding,M,,Y,Sudan,March,1966.0,1960.0,Unknown
1966-02-01,australia,NEW SOUTH WALES,Unspecific,M,13.0,N,Australia,February,1966.0,1960.0,Summer
1966-01-01,south africa,WESTERN CAPE PROVINCE,Unspecific,M,33.0,N,South Africa,January,1966.0,1960.0,Summer
1966-01-01,indonesia,NORTH SUMATRA,Unspecific,UNKNOWN,,Y,Indonesia,January,1966.0,1960.0,Unknown
1966-01-01,usa,CALIFORNIA,surfing,M,29.0,N,United States,January,1966.0,1960.0,Winter
1966-01-01,australia,NEW SOUTH WALES,fishing,M,30.0,N,Australia,January,1966.0,1960.0,Summer
1966-01-01,columbia,,Unspecific,UNKNOWN,,Y,Colombia,January,1966.0,1960.0,Unknown
1966-01-01,south africa,EASTERN CAPE PROVINCE,Unspecific,M,16.0,N,South Africa,January,1966.0,1960.0,Summer
1966-01-01,australia,WESTERN AUSTRALIA,Unspecific,M,43.0,N,Australia,January,1966.0,1960.0,Summer
1966-01-01,south africa,KWAZULU-NATAL,surfing,M,15.0,N,South Africa,January,1966.0,1960.0,Summer
1966-01-01,new zealand,NORTH ISLAND,surfing,F,15.0,Y,New Zealand,January,1966.0,1960.0,Summer
1966-01-01,usa,FLORIDA,swimming,M,35.0,N,United States,January,1966.0,1960.0,Winter
,usa,CALIFORNIA,Unspecific,F,15.0,UNKNOWN,United States,,,,Unknown
1965-12-01,australia,WESTERN AUSTRALIA,fishing,M,40.0,N,Australia,December,1965.0,1960.0,Summer
1965-12-01,johnston island,,diving,M,,N,United States,December,1965.0,1960.0,Winter
1965-12-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,December,1965.0,1960.0,Summer
1965-11-01,australia,QUEENSLAND,fishing,M,43.0,Y,Australia,November,1965.0,1960.0,Spring
1965-11-01,pacific ocean,"250 MILES SOUTHWEST OF O'AHU, HAWAII",boarding,M,44.0,N,Pacific Ocean,November,1965.0,1960.0,Unknown
1965-11-01,panama,CARIBBEAN SEA,Unspecific,UNKNOWN,,UNKNOWN,Panama,November,1965.0,1960.0,Autumn
1965-11-01,australia,QUEENSLAND,surfing,M,24.0,N,Australia,November,1965.0,1960.0,Spring
1965-10-01,,,boarding,M,39.0,N,Unknown,October,1965.0,1960.0,Unknown
1965-10-01,bahamas,NEW PROVIDENCE ISLAND,Unspecific,M,32.0,N,Bahamas,October,1965.0,1960.0,Autumn
1965-10-01,bahamas,NEW PROVIDENCE ISLAND,Unspecific,F,,Y,Bahamas,October,1965.0,1960.0,Autumn
1965-10-01,new britain,WEST COAST,fishing,M,15.0,Y,Papua New Guinea,October,1965.0,1960.0,Spring
1965-10-01,papua new guinea,NEW BRITAIN,wading,M,27.0,N,Papua New Guinea,October,1965.0,1960.0,Spring
1965-09-01,papua new guinea,MADANG PROVINCE,fishing,M,,N,Papua New Guinea,September,1965.0,1960.0,Spring
1965-09-01,papua new guinea,EAST SEPIK,fishing,M,,N,Papua New Guinea,September,1965.0,1960.0,Spring
1965-09-01,mexico,VERACRUZ,Unspecific,M,23.0,N,Mexico,September,1965.0,1960.0,Autumn
1965-08-01,philippines,,Unspecific,M,,UNKNOWN,Philippines,August,1965.0,1960.0,Unknown
1965-08-01,usa,NEW JERSEY,swimming,M,15.0,N,United States,August,1965.0,1960.0,Summer
1964-07-01,bahamas,BIMINI ISLANDS,Unspecific,M,,N,Bahamas,July,1964.0,1960.0,Summer
1965-07-01,mexico,VERACRUZ,Unspecific,M,25.0,Y,Mexico,July,1965.0,1960.0,Summer
1965-06-01,usa,FLORIDA,wading,M,6.0,UNKNOWN,United States,June,1965.0,1960.0,Summer
1965-06-01,usa,FLORIDA,diving,M,,UNKNOWN,United States,June,1965.0,1960.0,Summer
1965-06-01,mexico,VERACRUZ,swimming,M,38.0,N,Mexico,June,1965.0,1960.0,Summer
1965-06-01,papua new guinea,NEAR BOUGAINVILLE (NORTH SOLOMONS),fishing,M,,N,Papua New Guinea,June,1965.0,1960.0,Winter
1965-06-01,south pacific ocean,,Unspecific,M,,Y,South Pacific Ocean,June,1965.0,1960.0,Unknown
1965-05-01,mexico,VERACRUZ,swimming,M,,Y,Mexico,May,1965.0,1960.0,Spring
1965-06-01,egypt,,Unspecific,M,,N,Egypt,June,1965.0,1960.0,Unknown
,jamaica,,diving,M,,N,Jamaica,,,,Unknown
,mexico,VERACRUZ,swimming,M,35.0,N,Mexico,,,,Unknown
1965-04-01,usa,FLORIDA,Unspecific,M,49.0,N,United States,April,1965.0,1960.0,Spring
1965-04-01,usa,CALIFORNIA,surfing,M,19.0,UNKNOWN,United States,April,1965.0,1960.0,Spring
1965-04-01,usa,FLORIDA,fishing,M,28.0,N,United States,April,1965.0,1960.0,Spring
1965-04-01,palau,WESTERN CAROLINE ISLANDS,Unspecific,M,8.0,N,Palau,April,1965.0,1960.0,Unknown
1965-04-01,usa,FLORIDA,surfing,M,17.0,N,United States,April,1965.0,1960.0,Spring
1965-03-01,usa,PUERTO RICO,Unspecific,M,,UNKNOWN,United States,March,1965.0,1960.0,Spring
1965-03-01,usa,FLORIDA,diving,M,16.0,N,United States,March,1965.0,1960.0,Spring
1965-02-01,south africa,KWAZULU-NATAL,Unspecific,M,25.0,N,South Africa,February,1965.0,1960.0,Summer
1965-02-01,usa,MASSACHUSETTS,diving,M,18.0,N,United States,February,1965.0,1960.0,Winter
1965-01-01,usa,CALIFORNIA,boarding,M,21.0,UNKNOWN,United States,January,1965.0,1960.0,Winter
1965-01-01,south africa,KWAZULU-NATAL,Unspecific,M,22.0,N,South Africa,January,1965.0,1960.0,Summer
1965-01-01,south africa,KWAZULU-NATAL,surfing,M,20.0,N,South Africa,January,1965.0,1960.0,Summer
1965-01-01,australia,VICTORIA,swimming,M,,N,Australia,January,1965.0,1960.0,Summer
1965-01-01,new guinea,CENTRAL PROVINCE,diving,M,30.0,Y,Papua New Guinea,January,1965.0,1960.0,Summer
,usa,TEXAS,Unspecific,M,13.0,N,United States,,,,Unknown
,usa,CALIFORNIA,surfing,M,,N,United States,,,,Unknown
,usa,FLORIDA,Unspecific,M,,N,United States,,,,Unknown
1965-06-01,red sea,EAST OF THE GULF OF AQABA,Unspecific,M,,N,Red Sea,June,1965.0,1960.0,Unknown
1965-06-01,egypt,,fishing,M,,N,Egypt,June,1965.0,1960.0,Unknown
,south africa,EASTERN CAPE PROVINCE,Unspecific,UNKNOWN,,UNKNOWN,South Africa,,,,Unknown
1964-12-01,south africa,EASTERN CAPE PROVINCE,swimming,M,19.0,N,South Africa,December,1964.0,1960.0,Summer
1964-12-01,papua new guinea,BOUGAINVILLE (NORTH SOLOMONS),Unspecific,M,,N,Papua New Guinea,December,1964.0,1960.0,Summer
1964-12-01,australia,NEW SOUTH WALES,fishing,UNKNOWN,,N,Australia,December,1964.0,1960.0,Summer
1964-12-01,papua new guinea,BOUGAINVILLE (NORTH SOLOMONS),swimming,M,28.0,N,Papua New Guinea,December,1964.0,1960.0,Summer
1964-12-01,kenya,COAST PROVINCE,fishing,M,10.0,Y,Kenya,December,1964.0,1960.0,Summer
1964-11-01,australia,VICTORIA,diving,M,25.0,N,Australia,November,1964.0,1960.0,Spring
1964-11-01,australia,QUEENSLAND,swimming,M,29.0,Y,Australia,November,1964.0,1960.0,Spring
1964-11-01,australia,NEW SOUTH WALES,Unspecific,M,25.0,N,Australia,November,1964.0,1960.0,Spring
1964-11-01,usa,PUERTO RICO,fishing,UNKNOWN,,N,United States,November,1964.0,1960.0,Autumn
1964-10-01,south africa,KWAZULU-NATAL,surfing,M,,N,South Africa,October,1964.0,1960.0,Spring
1964-10-01,usa,FLORIDA,boarding,UNKNOWN,,UNKNOWN,United States,October,1964.0,1960.0,Autumn
1964-10-01,australia,WESTERN AUSTRALIA,swimming,M,19.0,N,Australia,October,1964.0,1960.0,Spring
1964-09-01,,,fishing,M,24.0,UNKNOWN,Unknown,September,1964.0,1960.0,Unknown
1964-09-01,taiwan,NORTHERN TAIWAN,swimming,M,32.0,Y,"Taiwan, Province of China",September,1964.0,1960.0,Unknown
1964-09-01,taiwan,NORTHERN TAIWAN,swimming,M,20.0,N,"Taiwan, Province of China",September,1964.0,1960.0,Unknown
1964-08-01,usa,FLORIDA,swimming,M,14.0,N,United States,August,1964.0,1960.0,Summer
1964-08-01,mexico,GUERRERO,Unspecific,M,19.0,N,Mexico,August,1964.0,1960.0,Summer
1964-08-01,usa,FLORIDA,diving,M,18.0,UNKNOWN,United States,August,1964.0,1960.0,Summer
1964-08-01,usa,FLORIDA,swimming,M,,N,United States,August,1964.0,1960.0,Summer
1964-08-01,usa,FLORIDA,fishing,M,28.0,N,United States,August,1964.0,1960.0,Summer
1964-08-01,japan,OKAYAMA PREFECTURE,swimming,M,12.0,N,Japan,August,1964.0,1960.0,Unknown
1964-08-01,panama,SAN BLAS,diving,M,21.0,N,Panama,August,1964.0,1960.0,Summer
1964-07-01,usa,PUERTO RICO,Unspecific,M,22.0,N,United States,July,1964.0,1960.0,Summer
1964-07-01,south africa,KWAZULU-NATAL,Unspecific,M,30.0,N,South Africa,July,1964.0,1960.0,Winter
1964-07-01,usa,CONNECTICUT,Unspecific,UNKNOWN,,UNKNOWN,United States,July,1964.0,1960.0,Summer
1964-07-01,south africa,KWAZULU-NATAL,fishing,M,52.0,Y,South Africa,July,1964.0,1960.0,Winter
1964-07-01,usa,FLORIDA,Unspecific,M,,N,United States,July,1964.0,1960.0,Summer
1964-07-01,papua new guinea,NEW IRELAND PROVINCE,fishing,M,,Y,Papua New Guinea,July,1964.0,1960.0,Winter
1964-07-01,papua new guinea,NEW IRELAND PROVINCE,kayaking,UNKNOWN,,N,Papua New Guinea,July,1964.0,1960.0,Winter
1964-06-01,bermuda,HAMILTON,Unspecific,UNKNOWN,,Y,Bermuda,June,1964.0,1960.0,Unknown
1964-06-01,usa,NEW YORK,swimming,F,29.0,UNKNOWN,United States,June,1964.0,1960.0,Summer
1964-06-01,usa,CALIFORNIA,fishing,UNKNOWN,,N,United States,June,1964.0,1960.0,Summer
1964-06-01,papua new guinea,NEW BRITAIN,fishing,M,,N,Papua New Guinea,June,1964.0,1960.0,Winter
1964-06-01,fiji,LAU GROUP,fishing,M,23.0,N,Fiji,June,1964.0,1960.0,Winter
1964-06-01,south africa,KWAZULU-NATAL,swimming,M,40.0,UNKNOWN,South Africa,June,1964.0,1960.0,Winter
1964-05-01,panama,CARIBBEAN COAST,Unspecific,M,47.0,N,Panama,May,1964.0,1960.0,Spring
1964-05-01,fiji,VITA LEVU,fishing,M,35.0,Y,Fiji,May,1964.0,1960.0,Autumn
,panama,SAN BLAS ISLANDS,diving,M,13.0,Y,Panama,,,,Unknown
1964-04-01,papua new guinea,MADANG PROVINCE,fishing,M,,Y,Papua New Guinea,April,1964.0,1960.0,Autumn
1964-03-01,australia,SOUTH AUSTRALIA,surfing,M,19.0,N,Australia,March,1964.0,1960.0,Autumn
1964-03-01,papua new guinea,CENTRAL PROVINCE,kayaking,M,32.0,Y,Papua New Guinea,March,1964.0,1960.0,Autumn
1964-03-01,usa,FLORIDA,diving,M,38.0,N,United States,March,1964.0,1960.0,Spring
1964-03-01,senegal,CAP VERT PENINSULA,diving,M,,N,Senegal,March,1964.0,1960.0,Unknown
1964-02-01,fiji,,fishing,UNKNOWN,,N,Fiji,February,1964.0,1960.0,Summer
1964-02-01,new caledonia,,diving,M,15.0,Y,New Caledonia,February,1964.0,1960.0,Unknown
1964-02-01,fiji,VANUA LEVU,fishing,M,17.0,Y,Fiji,February,1964.0,1960.0,Summer
1964-02-01,new zealand,NORTH ISLAND,diving,M,,N,New Zealand,February,1964.0,1960.0,Summer
1964-02-01,new zealand,NORTH ISLAND,fishing,M,26.0,N,New Zealand,February,1964.0,1960.0,Summer
1954-02-01,south africa,WESTERN CAPE PROVINCE,boarding,M,25.0,N,South Africa,February,1954.0,1950.0,Summer
1964-02-01,new zealand,NORTH ISLAND,Unspecific,M,,N,New Zealand,February,1964.0,1960.0,Summer
1964-02-01,new zealand,SOUTH ISLAND,swimming,M,19.0,Y,New Zealand,February,1964.0,1960.0,Summer
1964-02-01,australia,QUEENSLAND,swimming,M,23.0,UNKNOWN,Australia,February,1964.0,1960.0,Summer
1964-02-01,new zealand,SOUTH ISLAND,Unspecific,UNKNOWN,,N,New Zealand,February,1964.0,1960.0,Summer
1964-02-01,usa,FLORIDA,Unspecific,M,12.0,N,United States,February,1964.0,1960.0,Winter
1964-02-01,costa rica,PUNTARENAS PROVINCE,swimming,M,,Y,Costa Rica,February,1964.0,1960.0,Winter
1964-01-01,fiji,,fishing,UNKNOWN,,Y,Fiji,January,1964.0,1960.0,Summer
1964-01-01,south africa,EASTERN CAPE PROVINCE,surfing,M,39.0,N,South Africa,January,1964.0,1960.0,Summer
1964-01-01,south africa,EASTERN CAPE PROVINCE,Unspecific,M,17.0,N,South Africa,January,1964.0,1960.0,Summer
1964-01-01,south africa,WESTERN CAPE PROVINCE,Unspecific,UNKNOWN,,N,South Africa,January,1964.0,1960.0,Summer
1964-01-01,australia,WESTERN AUSTRALIA,diving,M,,N,Australia,January,1964.0,1960.0,Summer
1964-01-01,usa,CALIFORNIA,surfing,M,21.0,N,United States,January,1964.0,1960.0,Winter
1964-01-01,papua new guinea,NEW BRITAIN,fishing,M,,Y,Papua New Guinea,January,1964.0,1960.0,Summer
1964-01-01,fiji,"LOMALOMA, LAU",swimming,F,20.0,N,Fiji,January,1964.0,1960.0,Summer
1964-01-01,south africa,WESTERN CAPE PROVINCE,diving,M,,N,South Africa,January,1964.0,1960.0,Summer
1964-01-01,new zealand,NORTH ISLAND,diving,M,,UNKNOWN,New Zealand,January,1964.0,1960.0,Summer
1963-12-01,south africa,KWAZULU-NATAL,Unspecific,F,20.0,N,South Africa,December,1963.0,1960.0,Summer
1963-12-01,south africa,KWAZULU-NATAL,swimming,M,24.0,N,South Africa,December,1963.0,1960.0,Summer
1963-12-01,australia,QUEENSLAND,boarding,M,,N,Australia,December,1963.0,1960.0,Summer
1963-12-01,south africa,EASTERN CAPE PROVINCE,swimming,M,18.0,Y,South Africa,December,1963.0,1960.0,Summer
1963-12-01,atlantic ocean,BETWEEN SOUTHAMPTON & CANARY ISLANDS,Unspecific,F,,UNKNOWN,Atlantic Ocean,December,1963.0,1960.0,Unknown
1963-12-01,south africa,KWAZULU-NATAL,Unspecific,M,13.0,N,South Africa,December,1963.0,1960.0,Summer
1963-12-01,australia,NEW SOUTH WALES,fishing,M,,N,Australia,December,1963.0,1960.0,Summer
1963-12-01,south africa,WESTERN CAPE PROVINCE,fishing,M,,N,South Africa,December,1963.0,1960.0,Summer
1963-12-01,south africa,KWAZULU-NATAL,surfing,M,15.0,Y,South Africa,December,1963.0,1960.0,Summer
1963-12-01,australia,SOUTH AUSTRALIA,fishing,M,23.0,N,Australia,December,1963.0,1960.0,Summer
1963-12-01,new britain,"SOUTH COAST, EAST NEW BRITAIN",fishing,M,22.0,Y,Papua New Guinea,December,1963.0,1960.0,Summer
1963-11-01,new zealand,SOUTH ISLAND,Unspecific,M,20.0,N,New Zealand,November,1963.0,1960.0,Spring
1963-11-01,papua new guinea,GULF PROVINCE,fishing,F,18.0,N,Papua New Guinea,November,1963.0,1960.0,Spring
1963-11-01,fiji,LAU PROVINCE,fishing,F,21.0,N,Fiji,November,1963.0,1960.0,Spring
1963-11-01,fiji,VITA LEVU,fishing,M,25.0,N,Fiji,November,1963.0,1960.0,Spring
1963-11-01,italy,SICILY,fishing,M,28.0,N,Italy,November,1963.0,1960.0,Autumn
1963-11-01,australia,QUEENSLAND,Unspecific,M,,N,Australia,November,1963.0,1960.0,Spring
1963-11-01,usa,FLORIDA,Unspecific,M,,N,United States,November,1963.0,1960.0,Autumn
1963-11-01,papua new guinea,NEW BRITAIN,wading,M,,N,Papua New Guinea,November,1963.0,1960.0,Spring
1963-11-01,palau,WESTERN CAROLINE ISLANDS,fishing,M,35.0,N,Palau,November,1963.0,1960.0,Unknown
1963-10-01,usa,FLORIDA,surfing,M,28.0,N,United States,October,1963.0,1960.0,Autumn
1963-10-01,north pacific ocean,,fishing,M,20.0,N,North Pacific Ocean,October,1963.0,1960.0,Unknown
1963-09-01,chile,,diving,M,,Y,Chile,September,1963.0,1960.0,Spring
1963-09-01,usa,FLORIDA,fishing,UNKNOWN,25.0,UNKNOWN,United States,September,1963.0,1960.0,Autumn
1963-09-01,solomon islands,YSABEL ISLAND,fishing,M,30.0,Y,Solomon Islands,September,1963.0,1960.0,Spring
1963-09-01,australia,NEW SOUTH WALES,surfing,M,18.0,N,Australia,September,1963.0,1960.0,Spring
1963-09-01,usa,FLORIDA,fishing,M,16.0,N,United States,September,1963.0,1960.0,Autumn
1963-08-01,dominican republic,SANTO DOMINGO,swimming,M,,Y,Dominican Republic,August,1963.0,1960.0,Summer
1963-07-01,federated states of micronesia,EASTERN CAROLINE ISLANDS,fishing,M,26.0,N,"Micronesia, Federated States of",July,1963.0,1960.0,Unknown
1963-07-01,usa,FLORIDA,Unspecific,M,14.0,N,United States,July,1963.0,1960.0,Summer
1963-07-01,usa,MISSISSIPPI,fishing,M,24.0,N,United States,July,1963.0,1960.0,Summer
1963-07-01,panama,SAN BLAS COAST,Unspecific,M,,Y,Panama,July,1963.0,1960.0,Summer
1963-06-01,greece,THESSALY,swimming,F,42.0,Y,Greece,June,1963.0,1960.0,Summer
1963-06-01,papua new guinea,CENTRAL PROVINCE,fishing,M,30.0,N,Papua New Guinea,June,1963.0,1960.0,Winter
1963-05-01,usa,CALIFORNIA,swimming,M,,UNKNOWN,United States,May,1963.0,1960.0,Spring
1963-05-01,philippines,LUZON ISLAND,boarding,UNKNOWN,,Y,Philippines,May,1963.0,1960.0,Unknown
