Date,Country,State,Activity,Sex,Age,Deceased,Month,Year
1973-08-01,australia,QUEENSLAND,Unspecific,Unknown,21.0,UNKNOWN,August,1973.0
1973-08-01,australia,QUEENSLAND,surfing,M,16.0,N,August,1973.0
1973-08-01,usa,VIRGINIA,Unspecific,M,17.0,N,August,1973.0
1973-06-01,hong kong,,swimming,M,,N,June,1973.0
1973-04-01,mexico,GUERRERO,wading,M,45.0,Y,April,1973.0
1973-03-01,australia,QUEENSLAND,Unspecific,M,,N,March,1973.0
1973-03-01,mozambique,GAZA,fishing,M,28.0,Y,March,1973.0
1973-03-01,south africa,KWAZULU-NATAL,fishing,M,26.0,N,March,1973.0
1973-02-01,mexico,GUERRERO,swimming,Unknown,57.0,Y,February,1973.0
1973-01-01,south africa,KWAZULU-NATAL,fishing,M,,N,January,1973.0
1973-01-01,usa,HAWAII,surfing,M,,N,January,1973.0
,palau,AULONG ISLAND,diving,M,,N,,
,palau,WESTERN CAROLINE ISLANDS,diving,M,,N,,
,south africa,EASTERN CAPE PROVINCE,surfing,M,13.0,N,,
1972-12-01,south africa,WESTERN CAPE PROVINCE,Unspecific,M,29.0,N,December,1972.0
1972-12-01,mozambique,GAZA,swimming,M,25.0,N,December,1972.0
1972-12-01,mexico,GUERRERO,surfing,M,17.0,Y,December,1972.0
1972-12-01,south africa,WESTERN CAPE PROVINCE,swimming,M,,N,December,1972.0
1972-12-01,australia,QUEENSLAND,Unspecific,M,,N,December,1972.0
1972-12-01,australia,NEW SOUTH WALES,Unspecific,Unknown,24.0,N,December,1972.0
1972-12-01,reunion,SAINT-PHILIPPE,fishing,Unknown,,Y,December,1972.0
1972-10-01,australia,QUEENSLAND,fishing,M,24.0,N,October,1972.0
1972-10-01,australia,NEW SOUTH WALES,surfing,M,19.0,N,October,1972.0
1972-10-01,usa,US VIRGIN ISLANDS,diving,M,,Y,October,1972.0
1972-10-01,usa,FLORIDA,surfing,M,17.0,N,October,1972.0
1972-10-01,new zealand,NORTH ISLAND,swimming,M,17.0,N,October,1972.0
1972-09-01,usa,CALIFORNIA,surfing,M,,N,September,1972.0
1972-09-01,mozambique,MAPUTO PROVINCE,swimming,F,20.0,UNKNOWN,September,1972.0
1972-08-01,usa,FLORIDA,surfing,M,15.0,N,August,1972.0
1972-08-01,usa,HAWAII,fishing,M,,N,August,1972.0
1972-08-01,australia,TASMANIA,diving,M,45.0,N,August,1972.0
1972-07-01,usa,CALIFORNIA,diving,Unknown,,UNKNOWN,July,1972.0
1972-06-01,australia,QUEENSLAND,Unspecific,M,,Y,June,1972.0
1972-06-01,usa,FLORIDA,surfing,M,22.0,N,June,1972.0
1972-05-01,usa,CALIFORNIA,diving,M,32.0,N,May,1972.0
1972-05-01,french polynesia,TUAMOTUS,fishing,M,27.0,N,May,1972.0
1972-04-01,western samoa,UPOLU ISLAND,swimming,M,25.0,Y,April,1972.0
1972-04-01,australia,QUEENSLAND,Unspecific,F,,N,April,1972.0
1972-04-01,mozambique,GAZA,swimming,M,19.0,Y,April,1972.0
1972-03-01,pacific ocean,,fishing,M,33.0,N,March,1972.0
1972-03-01,usa,HAWAII,fishing,M,,N,March,1972.0
1972-02-01,australia,VICTORIA,surfing,M,18.0,N,February,1972.0
1972-02-01,australia,TASMANIA,Unspecific,Unknown,,N,February,1972.0
1972-01-01,south africa,EASTERN CAPE PROVINCE,swimming,M,20.0,Y,January,1972.0
1972-01-01,south africa,KWAZULU-NATAL,Unspecific,F,30.0,N,January,1972.0
1972-01-01,mozambique,GAZA,Unspecific,M,24.0,N,January,1972.0
1972-01-01,mozambique,MAPUTO PROVINCE,fishing,M,,N,January,1972.0
,france,ANTIBES,swimming,Unknown,,N,,
,marshall islands,ILLEGINNI ATOLL,diving,M,,N,,
1971-12-01,australia,NEW SOUTH WALES,Unspecific,Unknown,22.0,N,December,1971.0
1971-12-01,south africa,WESTERN CAPE PROVINCE,swimming,F,16.0,N,December,1971.0
1971-12-01,australia,QUEENSLAND,Unspecific,M,20.0,Y,December,1971.0
1971-11-01,hong kong,MIRS BAY,swimming,M,20.0,N,November,1971.0
1971-10-01,australia,NEW SOUTH WALES,Unspecific,Unknown,20.0,N,October,1971.0
1971-10-01,usa,FLORIDA,surfing,M,18.0,N,October,1971.0
1971-10-01,south africa,KWAZULU-NATAL,swimming,M,25.0,N,October,1971.0
1971-10-01,usa,CALIFORNIA,diving,M,30.0,N,October,1971.0
1971-09-01,usa,NORTH CAROLINA,surfing,Unknown,17.0,N,September,1971.0
1971-09-01,croatia,ISTRIA COUNTY,swimming,M,34.0,Y,September,1971.0
1971-09-01,australia,SOUTH AUSTRALIA,fishing,M,51.0,Y,September,1971.0
1971-08-01,australia,NEW SOUTH WALES,diving,M,26.0,N,August,1971.0
1971-07-01,usa,FLORIDA,wading,M,8.0,N,July,1971.0
1971-07-01,usa,CALIFORNIA,diving,M,,N,July,1971.0
1971-06-01,south africa,WESTERN CAPE PROVINCE,surfing,M,21.0,N,June,1971.0
1971-06-01,british isles,SOUTH DEVON,diving,M,32.0,N,June,1971.0
1971-04-01,kenya,COAST PROVINCE,swimming,M,16.0,N,April,1971.0
1971-04-01,south africa,WESTERN CAPE PROVINCE,swimming,M,,Y,April,1971.0
1971-04-01,mexico,GUERRERO,surfing,M,19.0,Y,April,1971.0
1971-04-01,venezuela,,Unspecific,M,14.0,Y,April,1971.0
1971-04-01,venezuela,,Unspecific,M,66.0,Y,April,1971.0
1971-04-01,mozambique,BETWEEN BEIRA & MAPUTO,Unspecific,Unknown,,Y,April,1971.0
1971-03-01,new zealand,SOUTH ISLAND,surfing,M,16.0,N,March,1971.0
1971-01-01,australia,TASMANIA,swimming,M,,N,January,1971.0
,usa,CALIFORNIA,diving,M,,N,,
,australia,SOUTH AUSTRALIA,surfing,M,15.0,N,,
,croatia,ISTRIA,swimming,M,,UNKNOWN,,
,iran,KHUZESTAN PROVINCE,Unspecific,M,,N,,
1970-12-01,mozambique,INHAMBE PROVINCE,fishing,M,18.0,Y,December,1970.0
1970-12-01,mozambique,INHAMBE PROVINCE,fishing,M,,Y,December,1970.0
1970-12-01,micronesia,NAMONUITO ATOLL,fishing,M,,N,December,1970.0
1970-12-01,usa,HAWAII,Unspecific,M,41.0,N,December,1970.0
1970-10-01,usa,HAWAII,surfing,M,,N,October,1970.0
1970-10-01,usa,FLORIDA,surfing,M,,N,October,1970.0
1970-09-01,micronesia,EASTERN CAROLINE ISLANDS,diving,M,43.0,N,September,1970.0
1970-09-01,palau,WESTERN CAROLINE ISLANDS (NORTH PACIFIC OCEAN),fishing,M,20.0,N,September,1970.0
1970-09-01,usa,FLORIDA,Unspecific,M,18.0,N,September,1970.0
1970-09-01,australia,NEW SOUTH WALES,Unspecific,M,20.0,N,September,1970.0
1970-09-01,usa,SOUTH CAROLINA,swimming,M,,N,September,1970.0
1970-09-01,usa,FLORIDA,diving,M,,N,September,1970.0
1970-08-01,,CARIBBEAN SEA,boarding,Unknown,,UNKNOWN,August,1970.0
1970-07-01,,,Unspecific,M,,N,July,1970.0
1970-06-01,usa,FLORIDA,fishing,M,13.0,N,June,1970.0
1970-06-01,south africa,KWAZULU-NATAL,diving,M,25.0,N,June,1970.0
1970-06-01,grenada,ST. ANDREW PARISH,wading,M,16.0,Y,June,1970.0
1970-06-01,grenada,ST. ANDREW PARISH,wading,M,18.0,Y,June,1970.0
1970-04-01,grenada,ST. ANDREW PARISH,swimming,M,14.0,Y,April,1970.0
1970-04-01,,,diving,M,,N,April,1970.0
1970-04-01,solomon islands,,swimming,M,,UNKNOWN,April,1970.0
1970-03-01,usa,HAWAII,surfing,M,,UNKNOWN,March,1970.0
1970-03-01,usa,FLORIDA,wading,M,19.0,N,March,1970.0
1970-02-01,,,wading,F,8.0,N,February,1970.0
1970-01-01,mozambique,LIMPOPO RIVER,swimming,M,14.0,N,January,1970.0
1970-01-01,mozambique,LIMPOPO RIVER,swimming,M,16.0,N,January,1970.0
1970-01-01,mozambique,LIMPOPO RIVER,swimming,M,12.0,N,January,1970.0
1970-01-01,mozambique,LIMPOPO RIVER,swimming,M,10.0,N,January,1970.0
1970-01-01,egypt,RED SEA,Unspecific,M,,Y,January,1970.0
1970-01-01,mexico,GUERRERO,swimming,M,22.0,N,January,1970.0
1970-01-01,england,DEVON,Unspecific,M,,N,January,1970.0
1970-01-01,papua new guinea,NEW IRELAND PROVINCE,diving,M,15.0,N,January,1970.0
,sri lanka,WESTERN PROVINCE,diving,M,,N,,
,spain,CANARY ISLANDS,fishing,M,,N,,
,italy,SARDINIA,fishing,M,,N,,
,croatia,ZADAR COUNTY,fishing,M,,UNKNOWN,,
,iraq,BASRAH,Unspecific,F,28.0,N,,
,iraq,BASRAH,Unspecific,F,25.0,N,,
,iraq,BASRAH,swimming,M,35.0,Y,,
,iraq,BASRAH,fishing,M,35.0,N,,
1969-11-01,australia,WESTERN AUSTRALIA,swimming,M,15.0,N,November,1969.0
1969-11-01,usa,HAWAII,diving,M,,N,November,1969.0
1969-11-01,australia,NEW SOUTH WALES,Unspecific,M,27.0,N,November,1969.0
1969-10-01,usa,HAWAII,diving,M,,N,October,1969.0
1969-09-01,usa,CALIFORNIA,diving,M,53.0,N,September,1969.0
1969-08-01,usa,FLORIDA,Unspecific,M,,N,August,1969.0
1969-08-01,usa,MASSACHUSETTS,fishing,M,28.0,N,August,1969.0
1969-08-01,usa,FLORIDA,surfing,M,15.0,N,August,1969.0
1969-08-01,usa,FLORIDA,surfing,M,13.0,N,August,1969.0
1969-07-01,usa,FLORIDA,Unspecific,M,13.0,N,July,1969.0
1969-07-01,usa,CALIFORNIA,surfing,M,,N,July,1969.0
1969-06-01,usa,FLORIDA,wading,M,22.0,UNKNOWN,June,1969.0
1969-06-01,jamaica,CLARENDON,diving,M,27.0,N,June,1969.0
1969-06-01,usa,FLORIDA,wading,M,8.0,N,June,1969.0
1969-05-01,usa,TEXAS,surfing,M,,N,May,1969.0
1969-05-01,usa,FLORIDA,diving,M,23.0,N,May,1969.0
1969-05-01,dominican republic,,surfing,M,18.0,UNKNOWN,May,1969.0
1969-05-01,australia,QUEENSLAND,Unspecific,Unknown,,N,May,1969.0
1969-04-01,australia,NEW SOUTH WALES,Unspecific,M,,UNKNOWN,April,1969.0
1969-08-01,usa,FLORIDA,fishing,M,,N,August,1969.0
1969-03-01,australia,NEW SOUTH WALES,Unspecific,M,65.0,N,March,1969.0
1969-03-01,usa,HAWAII,surfing,M,16.0,N,March,1969.0
1969-02-01,australia,TASMANIA,fishing,M,49.0,N,February,1969.0
1969-02-01,australia,QUEENSLAND,diving,M,52.0,UNKNOWN,February,1969.0
1969-01-01,australia,NEW SOUTH WALES,diving,M,21.0,N,January,1969.0
1969-01-01,australia,VICTORIA,Unspecific,M,,N,January,1969.0
,bahamas,ELEUTHERA,Unspecific,Unknown,,N,,
1968-12-01,south africa,KWAZULU-NATAL,diving,M,,UNKNOWN,December,1968.0
1968-12-01,australia,NEW SOUTH WALES,Unspecific,M,27.0,N,December,1968.0
1968-12-01,new zealand,SOUTH ISLAND,surfing,M,17.0,N,December,1968.0
1968-12-01,australia,SOUTH AUSTRALIA,Unspecific,M,,N,December,1968.0
1968-12-01,south africa,KWAZULU-NATAL,fishing,M,28.0,N,December,1968.0
1968-12-01,south africa,KWAZULU-NATAL,Unspecific,M,30.0,UNKNOWN,December,1968.0
1968-11-01,south africa,KWAZULU-NATAL,fishing,M,22.0,N,November,1968.0
1968-11-01,papua new guinea,MADANG PROVINCE,Unspecific,Unknown,,UNKNOWN,November,1968.0
1968-11-01,australia,WESTERN AUSTRALIA,Unspecific,M,16.0,N,November,1968.0
1968-10-01,bahamas,,Unspecific,M,,N,October,1968.0
1968-10-01,usa,FLORIDA,fishing,M,,N,October,1968.0
1968-10-01,philippines,MORO GULF,boarding,Unknown,,N,October,1968.0
1968-09-01,usa,FLORIDA,surfing,Unknown,,UNKNOWN,September,1968.0
1968-09-01,new zealand,SOUTH ISLAND,fishing,M,24.0,Y,September,1968.0
1968-08-01,usa,FLORIDA,Unspecific,Unknown,,N,August,1968.0
1968-08-01,usa,FLORIDA,Unspecific,M,15.0,N,August,1968.0
1968-08-01,french polynesia,SOCIETY ISLANDS,swimming,M,12.0,N,August,1968.0
1968-08-01,malaysia,JOHOR,Unspecific,Unknown,41.0,N,August,1968.0
1968-08-01,columbia,MAGDALENA DEPARTMENT,fishing,M,18.0,N,August,1968.0
1968-07-01,usa,CALIFORNIA,diving,M,25.0,N,July,1968.0
1968-07-01,usa,FLORIDA,wading,M,33.0,N,July,1968.0
1968-07-01,usa,SOUTH CAROLINA,fishing,M,33.0,N,July,1968.0
1968-07-01,bahamas,GREAT EXUMA ISLAND,swimming,M,,Y,July,1968.0
1968-07-01,mexico,BAJA CALIFORNIA,Unspecific,M,43.0,UNKNOWN,July,1968.0
1968-06-01,bahamas,ELEUTHERA,fishing,M,17.0,N,June,1968.0
1968-06-01,usa,FLORIDA,Unspecific,M,17.0,N,June,1968.0
1968-06-01,england,,Unspecific,M,,N,June,1968.0
1968-05-01,papua new guinea,NEW IRELAND PROVINCE,Unspecific,M,17.0,N,May,1968.0
1968-04-01,usa,FLORIDA,wading,M,63.0,UNKNOWN,April,1968.0
1968-04-01,usa,FLORIDA,Unspecific,M,10.0,N,April,1968.0
1968-04-01,australia,NEW SOUTH WALES,diving,M,21.0,N,April,1968.0
1968-04-01,papua new guinea,GULF PROVINCE,swimming,M,7.0,Y,April,1968.0
1968-04-01,australia,NEW SOUTH WALES,Unspecific,M,47.0,N,April,1968.0
1968-03-01,south africa,KWAZULU-NATAL,wading,M,35.0,N,March,1968.0
1968-03-01,usa,FLORIDA,surfing,M,20.0,N,March,1968.0
1968-03-01,usa,FLORIDA,Unspecific,M,28.0,UNKNOWN,March,1968.0
1968-02-01,usa,FLORIDA,surfing,M,17.0,N,February,1968.0
1968-02-01,australia,WESTERN AUSTRALIA,swimming,F,14.0,N,February,1968.0
1968-02-01,new zealand,NORTH ISLAND,Unspecific,F,,N,February,1968.0
1968-02-01,australia,SOUTH AUSTRALIA,fishing,M,26.0,N,February,1968.0
1968-02-01,australia,NEW SOUTH WALES,Unspecific,Unknown,,N,February,1968.0
1968-02-01,mozambique,,diving,Unknown,24.0,N,February,1968.0
1968-01-01,papua new guinea,MOROBE PROVINCE,swimming,Unknown,13.0,Y,January,1968.0
,costa rica,LIMÓN PROVINCE,swimming,M,,Y,,
,usa,FLORIDA,diving,Unknown,,UNKNOWN,,
,usa,FLORIDA,surfing,Unknown,,UNKNOWN,,
1967-12-01,south africa,WESTERN CAPE PROVINCE,surfing,M,22.0,N,December,1967.0
1967-12-01,papua new guinea,CENTRAL PROVINCE,fishing,M,32.0,UNKNOWN,December,1967.0
1967-12-01,fiji,,Unspecific,M,27.0,N,December,1967.0
1967-12-01,australia,VICTORIA,swimming,M,59.0,Y,December,1967.0
1967-11-01,australia,NEW SOUTH WALES,diving,M,15.0,N,November,1967.0
1967-11-01,australia,QUEENSLAND,Unspecific,M,18.0,N,November,1967.0
1967-11-01,fiji,,diving,M,21.0,N,November,1967.0
1967-11-01,philippines,ROMBION PROVINCE,Unspecific,Unknown,,Y,November,1967.0
1967-11-01,south africa,KWAZULU-NATAL,Unspecific,F,,UNKNOWN,November,1967.0
1967-10-01,mexico,VERACRUZ,swimming,Unknown,,Y,October,1967.0
1967-10-01,usa,FLORIDA,Unspecific,M,19.0,N,October,1967.0
1967-10-01,tonga,,swimming,M,17.0,N,October,1967.0
1967-09-01,usa,HAWAII,boarding,M,,UNKNOWN,September,1967.0
1967-09-01,italy,BRINDISI PROVINCE,diving,M,21.0,UNKNOWN,September,1967.0
1967-09-01,papua new guinea,NEW IRELAND PROVINCE,diving,Unknown,,UNKNOWN,September,1967.0
1967-09-01,usa,FLORIDA,fishing,Unknown,,N,September,1967.0
1967-09-01,papua new guinea,NEW IRELAND PROVINCE,fishing,M,,Y,September,1967.0
1967-09-01,papua new guinea,NEW IRELAND PROVINCE,fishing,M,23.0,Y,September,1967.0
1967-08-01,usa,CALIFORNIA,Unspecific,M,24.0,N,August,1967.0
1967-08-01,japan,KAGAWA PREFECTURE,Unspecific,M,19.0,Y,August,1967.0
1967-08-01,italy,LIGURIA,fishing,M,,N,August,1967.0
1967-08-01,australia,WESTERN AUSTRALIA,diving,M,23.0,Y,August,1967.0
1967-08-01,bermuda,HAMILTON,Unspecific,F,19.0,N,August,1967.0
1967-08-01,australia,NEW SOUTH WALES,diving,M,,UNKNOWN,August,1967.0
1967-08-01,usa,FLORIDA,fishing,M,15.0,N,August,1967.0
1967-08-01,bahamas,OUT ISLANDS,Unspecific,M,41.0,N,August,1967.0
1967-08-01,senegal,CAP VERT PENINSULA,Unspecific,M,,N,August,1967.0
1967-07-01,usa,FLORIDA,diving,M,20.0,N,July,1967.0
1967-07-01,turkey,MUGLA PROVINCE,fishing,M,36.0,Y,July,1967.0
1967-07-01,usa,SOUTH CAROLINA,surfing,M,18.0,UNKNOWN,July,1967.0
1967-06-01,usa,FLORIDA,fishing,M,26.0,N,June,1967.0
1967-06-01,italy,SICILY,fishing,M,,N,June,1967.0
,australia,SOUTH AUSTRALIA,Unspecific,M,30.0,N,,
1967-05-01,australia,,Unspecific,M,22.0,N,May,1967.0
1967-04-01,united kingdom,GIBRALTAR,fishing,M,60.0,N,April,1967.0
1967-03-01,new zealand,NORTH ISLAND,diving,M,21.0,N,March,1967.0
1967-03-01,south africa,KWAZULU-NATAL,fishing,M,32.0,N,March,1967.0
1967-03-01,australia,VICTORIA,fishing,M,36.0,N,March,1967.0
1967-03-01,australia,NEW SOUTH WALES,Unspecific,Unknown,,UNKNOWN,March,1967.0
1967-03-01,new zealand,SOUTH ISLAND,Unspecific,M,21.0,Y,March,1967.0
1967-03-01,papua new guinea,NEW BRITAIN,Unspecific,M,14.0,N,March,1967.0
1967-02-01,mexico,VERACRUZ,swimming,M,,Y,February,1967.0
1967-01-01,south africa,WESTERN CAPE PROVINCE,fishing,Unknown,,N,January,1967.0
1967-01-01,south africa,WESTERN CAPE PROVINCE,fishing,M,,N,January,1967.0
1967-01-01,mozambique,BAY OF MAPUTO,swimming,M,31.0,N,January,1967.0
1967-01-01,australia,VICTORIA,Unspecific,M,15.0,N,January,1967.0
1966-12-01,australia,TASMANIA,fishing,M,30.0,N,December,1966.0
1966-12-01,australia,NEW SOUTH WALES,fishing,M,29.0,N,December,1966.0
1966-12-01,australia,NEW SOUTH WALES,fishing,M,19.0,N,December,1966.0
1966-12-01,singapore,,wading,M,39.0,N,December,1966.0
1966-11-01,papua new guinea,NEW IRELAND PROVINCE,Unspecific,F,,Y,November,1966.0
1966-10-01,papua new guinea,NEW IRELAND PROVINCE,swimming,F,13.0,Y,October,1966.0
1966-10-01,papua new guinea,NEW IRELAND PROVINCE,Unspecific,F,8.0,Y,October,1966.0
1966-09-01,australia,QUEENSLAND,diving,M,32.0,N,September,1966.0
1966-09-01,usa,HAWAII,fishing,M,20.0,N,September,1966.0
1966-09-01,australia,WESTERN AUSTRALIA,fishing,M,,UNKNOWN,September,1966.0
1966-09-01,australia,WESTERN AUSTRALIA,fishing,M,43.0,N,September,1966.0
1966-09-01,usa,FLORIDA,fishing,M,14.0,N,September,1966.0
,bahamas,BIMINI ISLANDS,diving,M,,UNKNOWN,,
1966-08-01,australia,NORTHERN TERRITORY,Unspecific,M,,N,August,1966.0
1966-08-01,south africa,KWAZULU-NATAL,Unspecific,M,,UNKNOWN,August,1966.0
1966-08-01,bahamas,BIMINI ISLANDS,diving,F,18.0,N,August,1966.0
1966-08-01,new britain,DUKE OF YORK ISLANDS,swimming,F,13.0,Y,August,1966.0
1966-08-01,new britain,DUKE OF YORK ISLANDS,diving,F,9.0,Y,August,1966.0
1966-08-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,swimming,M,33.0,Y,August,1966.0
1966-08-01,taiwan,,diving,M,,N,August,1966.0
1966-08-01,italy,TARANTO PROVINCE,Unspecific,M,21.0,N,August,1966.0
1966-08-01,usa,DELAWARE,fishing,M,26.0,UNKNOWN,August,1966.0
1966-08-01,usa,FLORIDA,wading,M,8.0,N,August,1966.0
1966-07-01,usa,TEXAS,diving,M,16.0,N,July,1966.0
1966-07-01,usa,SOUTH CAROLINA,Unspecific,M,34.0,N,July,1966.0
1966-07-01,usa,TEXAS,fishing,M,14.0,N,July,1966.0
1966-07-01,taiwan,NORTHERN TAIWAN,swimming,M,20.0,Y,July,1966.0
1966-07-01,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",swimming,F,25.0,Y,July,1966.0
1966-07-01,usa,FLORIDA,diving,M,46.0,UNKNOWN,July,1966.0
1966-06-01,usa,NEW JERSEY,Unspecific,M,15.0,N,June,1966.0
1966-06-01,usa,FLORIDA,fishing,M,18.0,N,June,1966.0
1966-06-01,usa,TEXAS,swimming,M,18.0,N,June,1966.0
1966-06-01,french polynesia,SOCIETY ISLANDS,fishing,M,,N,June,1966.0
1966-05-01,australia,NEW SOUTH WALES,Unspecific,M,40.0,Y,May,1966.0
1966-05-01,australia,NEW SOUTH WALES,fishing,M,,N,May,1966.0
1966-05-01,australia,,Unspecific,M,38.0,Y,May,1966.0
1966-05-01,usa,FLORIDA,diving,M,24.0,UNKNOWN,May,1966.0
1966-05-01,philippines,,Unspecific,M,,Y,May,1966.0
1966-04-01,usa,PUERTO RICO,swimming,M,25.0,N,April,1966.0
1966-04-01,australia,NEW SOUTH WALES,Unspecific,M,,N,April,1966.0
1966-03-01,australia,NEW SOUTH WALES,fishing,Unknown,,N,March,1966.0
1966-03-01,sudan,RED SEA,boarding,M,,Y,March,1966.0
1966-02-01,australia,NEW SOUTH WALES,Unspecific,M,13.0,N,February,1966.0
1966-01-01,south africa,WESTERN CAPE PROVINCE,Unspecific,M,33.0,N,January,1966.0
1966-01-01,indonesia,NORTH SUMATRA,Unspecific,Unknown,,Y,January,1966.0
1966-01-01,usa,CALIFORNIA,surfing,M,29.0,N,January,1966.0
1966-01-01,australia,NEW SOUTH WALES,fishing,M,30.0,N,January,1966.0
1966-01-01,columbia,,Unspecific,Unknown,,Y,January,1966.0
1966-01-01,south africa,EASTERN CAPE PROVINCE,Unspecific,M,16.0,N,January,1966.0
1966-01-01,australia,WESTERN AUSTRALIA,Unspecific,M,43.0,N,January,1966.0
1966-01-01,south africa,KWAZULU-NATAL,surfing,M,15.0,N,January,1966.0
1966-01-01,new zealand,NORTH ISLAND,surfing,F,15.0,Y,January,1966.0
1966-01-01,usa,FLORIDA,swimming,M,35.0,N,January,1966.0
,usa,CALIFORNIA,Unspecific,F,15.0,UNKNOWN,,
1965-12-01,australia,WESTERN AUSTRALIA,fishing,M,40.0,N,December,1965.0
1965-12-01,johnston island,,diving,M,,N,December,1965.0
1965-12-01,australia,SOUTH AUSTRALIA,fishing,Unknown,,N,December,1965.0
1965-11-01,australia,QUEENSLAND,fishing,M,43.0,Y,November,1965.0
1965-11-01,pacific ocean,"250 MILES SOUTHWEST OF O'AHU, HAWAII",boarding,M,44.0,N,November,1965.0
1965-11-01,panama,CARIBBEAN SEA,Unspecific,Unknown,,UNKNOWN,November,1965.0
1965-11-01,australia,QUEENSLAND,surfing,M,24.0,N,November,1965.0
1965-10-01,,,boarding,M,39.0,N,October,1965.0
1965-10-01,bahamas,NEW PROVIDENCE ISLAND,Unspecific,M,32.0,N,October,1965.0
1965-10-01,bahamas,NEW PROVIDENCE ISLAND,Unspecific,F,,Y,October,1965.0
1965-10-01,new britain,WEST COAST,fishing,M,15.0,Y,October,1965.0
1965-10-01,papua new guinea,NEW BRITAIN,wading,M,27.0,N,October,1965.0
1965-09-01,papua new guinea,MADANG PROVINCE,fishing,M,,N,September,1965.0
1965-09-01,papua new guinea,EAST SEPIK,fishing,M,,N,September,1965.0
1965-09-01,mexico,VERACRUZ,Unspecific,M,23.0,N,September,1965.0
1965-08-01,philippines,,Unspecific,M,,UNKNOWN,August,1965.0
1965-08-01,usa,NEW JERSEY,swimming,M,15.0,N,August,1965.0
1964-07-01,bahamas,BIMINI ISLANDS,Unspecific,M,,N,July,1964.0
1965-07-01,mexico,VERACRUZ,Unspecific,M,25.0,Y,July,1965.0
1965-06-01,usa,FLORIDA,wading,M,6.0,UNKNOWN,June,1965.0
1965-06-01,usa,FLORIDA,diving,M,,UNKNOWN,June,1965.0
1965-06-01,mexico,VERACRUZ,swimming,M,38.0,N,June,1965.0
1965-06-01,papua new guinea,NEAR BOUGAINVILLE (NORTH SOLOMONS),fishing,M,,N,June,1965.0
1965-06-01,south pacific ocean,,Unspecific,M,,Y,June,1965.0
1965-05-01,mexico,VERACRUZ,swimming,M,,Y,May,1965.0
1965-06-01,egypt,,Unspecific,M,,N,June,1965.0
1965-05-01,jamaica,,diving,M,,N,May,1965.0
1965-05-01,mexico,VERACRUZ,swimming,M,35.0,N,May,1965.0
1965-04-01,usa,FLORIDA,Unspecific,M,49.0,N,April,1965.0
1965-04-01,usa,CALIFORNIA,surfing,M,19.0,UNKNOWN,April,1965.0
1965-04-01,usa,FLORIDA,fishing,M,28.0,N,April,1965.0
1965-04-01,palau,WESTERN CAROLINE ISLANDS,Unspecific,M,8.0,N,April,1965.0
1965-04-01,usa,FLORIDA,surfing,M,17.0,N,April,1965.0
1965-03-01,usa,PUERTO RICO,Unspecific,M,,UNKNOWN,March,1965.0
1965-03-01,usa,FLORIDA,diving,M,16.0,N,March,1965.0
1965-02-01,south africa,KWAZULU-NATAL,Unspecific,M,25.0,N,February,1965.0
1965-02-01,usa,MASSACHUSETTS,diving,M,18.0,N,February,1965.0
1965-01-01,usa,CALIFORNIA,boarding,M,21.0,UNKNOWN,January,1965.0
1965-01-01,south africa,KWAZULU-NATAL,Unspecific,M,22.0,N,January,1965.0
1965-01-01,south africa,KWAZULU-NATAL,surfing,M,20.0,N,January,1965.0
1965-01-01,australia,VICTORIA,swimming,M,,N,January,1965.0
1965-01-01,new guinea,CENTRAL PROVINCE,diving,M,30.0,Y,January,1965.0
,usa,TEXAS,Unspecific,M,13.0,N,,
,usa,CALIFORNIA,surfing,M,,N,,
,usa,FLORIDA,Unspecific,M,,N,,
1965-06-01,red sea,EAST OF THE GULF OF AQABA,Unspecific,M,,N,June,1965.0
1965-06-01,egypt,,fishing,M,,N,June,1965.0
,south africa,EASTERN CAPE PROVINCE,Unspecific,Unknown,,UNKNOWN,,
1964-12-01,south africa,EASTERN CAPE PROVINCE,swimming,M,19.0,N,December,1964.0
1964-12-01,papua new guinea,BOUGAINVILLE (NORTH SOLOMONS),Unspecific,M,,N,December,1964.0
1964-12-01,australia,NEW SOUTH WALES,fishing,Unknown,,N,December,1964.0
1964-12-01,papua new guinea,BOUGAINVILLE (NORTH SOLOMONS),swimming,M,28.0,N,December,1964.0
1964-12-01,kenya,COAST PROVINCE,fishing,M,10.0,Y,December,1964.0
1964-11-01,australia,VICTORIA,diving,M,25.0,N,November,1964.0
1964-11-01,australia,QUEENSLAND,swimming,M,29.0,Y,November,1964.0
1964-11-01,australia,NEW SOUTH WALES,Unspecific,M,25.0,N,November,1964.0
1964-11-01,usa,PUERTO RICO,fishing,Unknown,,N,November,1964.0
1964-10-01,south africa,KWAZULU-NATAL,surfing,M,,N,October,1964.0
1964-10-01,usa,FLORIDA,boarding,Unknown,,UNKNOWN,October,1964.0
1964-10-01,australia,WESTERN AUSTRALIA,swimming,M,19.0,N,October,1964.0
1964-09-01,,,fishing,M,24.0,UNKNOWN,September,1964.0
1964-09-01,taiwan,NORTHERN TAIWAN,swimming,M,32.0,Y,September,1964.0
1964-09-01,taiwan,NORTHERN TAIWAN,swimming,M,20.0,N,September,1964.0
1964-08-01,usa,FLORIDA,swimming,M,14.0,N,August,1964.0
